trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9, 'e': 1}",35,0,-116.71174264857137,"{0: 25, 1: 4, 2: 4, 3: 0, 4: 2}",0
2,False,"{'a': 0.9, 'e': 1}",30,0,-128.03014929631289,"{0: 18, 1: 6, 2: 4, 3: 0, 4: 2}",0
3,False,"{'a': 0.9, 'e': 1}",20,0,-147.76436515778897,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
4,False,"{'a': 0.9, 'e': 1}",25,0,-77.68967705303096,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
5,False,"{'a': 0.9, 'e': 1}",30,16,-108.33863415208398,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 2}",1
6,False,"{'a': 0.9, 'e': 1}",30,0,-65.22519680856993,"{0: 20, 1: 5, 2: 4, 3: 1, 4: 0}",0
7,False,"{'a': 0.9, 'e': 1}",20,0,-134.16699615384044,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
8,False,"{'a': 0.9, 'e': 1}",25,0,-212.2196727508232,"{0: 10, 1: 3, 2: 9, 3: 0, 4: 3}",0
9,False,"{'a': 0.9, 'e': 1}",30,0,-180.0107678480956,"{0: 18, 1: 1, 2: 7, 3: 2, 4: 2}",0
10,False,"{'a': 0.9, 'e': 1}",20,0,-38.64599562794279,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
11,False,"{'a': 0.9, 'e': 1}",20,0,-106.95304371172814,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
12,False,"{'a': 0.9, 'e': 1}",25,0,-78.16193559315633,"{0: 14, 1: 6, 2: 4, 3: 1, 4: 0}",0
13,False,"{'a': 0.9, 'e': 1}",25,0,-188.2219606745512,"{0: 13, 1: 4, 2: 2, 3: 4, 4: 2}",0
14,False,"{'a': 0.9, 'e': 1}",20,0,-106.46035225073796,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
15,False,"{'a': 0.9, 'e': 1}",25,0,-105.32620957950365,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
16,False,"{'a': 0.9, 'e': 1}",20,0,-79.99384484252985,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
17,False,"{'a': 0.9, 'e': 1}",30,3,-130.50840474960245,"{0: 15, 1: 4, 2: 5, 3: 2, 4: 1}",1
18,False,"{'a': 0.9, 'e': 1}",30,0,-124.26964612233346,"{0: 16, 1: 6, 2: 7, 3: 0, 4: 1}",0
19,False,"{'a': 0.9, 'e': 1}",20,0,-211.7665740802029,"{0: 6, 1: 5, 2: 5, 3: 1, 4: 3}",0
20,False,"{'a': 0.9, 'e': 1}",20,0,-68.47888551688403,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
21,False,"{'a': 0.9, 'e': 1}",30,0,-145.87842993050555,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
22,False,"{'a': 0.9, 'e': 1}",25,13,12.956574415166443,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
23,False,"{'a': 0.9, 'e': 1}",30,0,-90.12275920277976,"{0: 22, 1: 0, 2: 7, 3: 0, 4: 1}",0
24,False,"{'a': 0.9, 'e': 1}",20,0,-79.95756335643978,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
25,False,"{'a': 0.9, 'e': 1}",20,0,-104.19382327794523,"{0: 9, 1: 6, 2: 4, 3: 0, 4: 1}",0
26,False,"{'a': 0.9, 'e': 1}",20,0,-79.19880031336263,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
27,False,"{'a': 0.9, 'e': 1}",20,0,-88.09822878770585,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
28,False,"{'a': 0.9, 'e': 1}",20,0,-43.89470175692005,"{0: 11, 1: 7, 2: 2, 3: 0, 4: 0}",0
29,False,"{'a': 0.9, 'e': 1}",35,0,-161.29967957222715,"{0: 20, 1: 6, 2: 5, 3: 3, 4: 1}",0
30,False,"{'a': 0.9, 'e': 1}",35,0,-138.09528347412626,"{0: 20, 1: 7, 2: 6, 3: 1, 4: 1}",0
31,False,"{'a': 0.9, 'e': 1}",20,0,-83.92757157696694,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
32,False,"{'a': 0.9, 'e': 1}",25,0,-108.58595748789304,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
33,False,"{'a': 0.9, 'e': 1}",20,10,-37.7253320266803,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
34,False,"{'a': 0.9, 'e': 1}",20,0,-56.64184759769354,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
35,False,"{'a': 0.9, 'e': 1}",25,0,-181.84768805441243,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
36,False,"{'a': 0.9, 'e': 1}",20,0,-271.20918645779045,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 6}",0
37,False,"{'a': 0.9, 'e': 1}",20,1,-97.37442508980146,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 2}",1
38,False,"{'a': 0.9, 'e': 1}",20,0,-135.4218066704649,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
39,False,"{'a': 0.9, 'e': 1}",20,0,-35.1199488204912,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
40,False,"{'a': 0.9, 'e': 1}",25,0,-190.3501626659522,"{0: 9, 1: 6, 2: 7, 3: 1, 4: 2}",0
41,False,"{'a': 0.9, 'e': 1}",30,0,-111.2688603161844,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
42,False,"{'a': 0.9, 'e': 1}",20,0,-126.88192563301567,"{0: 8, 1: 5, 2: 5, 3: 1, 4: 1}",0
43,False,"{'a': 0.9, 'e': 1}",20,0,-148.78225347460045,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
44,False,"{'a': 0.9, 'e': 1}",20,0,-104.54587625003185,"{0: 12, 1: 4, 2: 1, 3: 2, 4: 1}",0
45,False,"{'a': 0.9, 'e': 1}",25,0,-106.0271517773765,"{0: 15, 1: 5, 2: 2, 3: 2, 4: 1}",0
46,False,"{'a': 0.9, 'e': 1}",25,0,-103.35447809938853,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
47,False,"{'a': 0.9, 'e': 1}",20,0,-80.17996148506961,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
48,False,"{'a': 0.9, 'e': 1}",25,0,-29.583239938278407,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
49,False,"{'a': 0.9, 'e': 1}",30,0,-131.26246964444,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
50,False,"{'a': 0.9, 'e': 1}",25,0,-167.81220690186944,"{0: 12, 1: 1, 2: 9, 3: 2, 4: 1}",0
51,False,"{'a': 0.9, 'e': 1}",20,0,-168.59444839161714,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
52,False,"{'a': 0.9, 'e': 1}",25,0,-146.39833383106597,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
53,False,"{'a': 0.9, 'e': 1}",20,0,-93.20582283097329,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
54,False,"{'a': 0.9, 'e': 1}",20,0,-96.98802589180838,"{0: 9, 1: 3, 2: 7, 3: 1, 4: 0}",0
55,False,"{'a': 0.9, 'e': 1}",25,0,-100.76176699094478,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
56,False,"{'a': 0.9, 'e': 1}",25,0,-67.38977067346954,"{0: 15, 1: 6, 2: 3, 3: 1, 4: 0}",0
57,False,"{'a': 0.9, 'e': 1}",20,0,-155.2909664885037,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
58,False,"{'a': 0.9, 'e': 1}",20,0,-88.24276075510747,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
59,False,"{'a': 0.9, 'e': 1}",25,0,-250.49942866896322,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 5}",0
60,False,"{'a': 0.9, 'e': 1}",20,0,-135.21010138504246,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
61,False,"{'a': 0.9, 'e': 1}",25,0,-160.6181962377636,"{0: 13, 1: 5, 2: 3, 3: 2, 4: 2}",0
62,False,"{'a': 0.9, 'e': 1}",20,0,-102.06833688461569,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
63,False,"{'a': 0.9, 'e': 1}",20,1,-176.28533442043752,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 3}",1
64,False,"{'a': 0.9, 'e': 1}",30,0,-98.26903815425985,"{0: 19, 1: 4, 2: 5, 3: 2, 4: 0}",0
65,False,"{'a': 0.9, 'e': 1}",20,0,-27.59335197803176,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
66,False,"{'a': 0.9, 'e': 1}",20,0,-61.22842075620789,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
67,False,"{'a': 0.9, 'e': 1}",25,8,-48.36673378826125,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 1}",1
68,False,"{'a': 0.9, 'e': 1}",20,0,-31.02154082292913,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
69,False,"{'a': 0.9, 'e': 1}",25,0,-41.76032224597656,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
70,False,"{'a': 0.9, 'e': 1}",25,0,-131.051789651786,"{0: 15, 1: 2, 2: 4, 3: 3, 4: 1}",0
71,False,"{'a': 0.9, 'e': 1}",30,0,-191.96239911477744,"{0: 13, 1: 7, 2: 7, 3: 1, 4: 2}",0
72,False,"{'a': 0.9, 'e': 1}",20,3,-68.84020932920649,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
73,False,"{'a': 0.9, 'e': 1}",20,0,-54.12499099043925,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
74,False,"{'a': 0.9, 'e': 1}",30,0,-310.0173909272191,"{0: 13, 1: 7, 2: 3, 3: 1, 4: 6}",0
75,False,"{'a': 0.9, 'e': 1}",20,0,-242.13606703852915,"{0: 8, 1: 1, 2: 5, 3: 2, 4: 4}",0
76,False,"{'a': 0.9, 'e': 1}",20,0,-120.56068003669813,"{0: 8, 1: 1, 2: 9, 3: 2, 4: 0}",0
77,False,"{'a': 0.9, 'e': 1}",20,0,-145.48252642644184,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
78,False,"{'a': 0.9, 'e': 1}",25,13,-60.38413111712394,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
79,False,"{'a': 0.9, 'e': 1}",25,0,-149.21759505075303,"{0: 12, 1: 3, 2: 7, 3: 2, 4: 1}",0
80,False,"{'a': 0.9, 'e': 1}",20,0,-167.0600136259357,"{0: 10, 1: 5, 2: 1, 3: 1, 4: 3}",0
81,False,"{'a': 0.9, 'e': 1}",30,0,-264.676538664657,"{0: 11, 1: 6, 2: 7, 3: 3, 4: 3}",0
82,False,"{'a': 0.9, 'e': 1}",30,13,-140.68176317104735,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 3}",1
83,False,"{'a': 0.9, 'e': 1}",20,0,-84.98415204570608,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
84,False,"{'a': 0.9, 'e': 1}",20,0,-82.31615654321106,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
85,False,"{'a': 0.9, 'e': 1}",20,0,-130.3419239620347,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
86,False,"{'a': 0.9, 'e': 1}",20,0,-110.0369309588651,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
87,False,"{'a': 0.9, 'e': 1}",30,0,-104.34271269592142,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",0
88,False,"{'a': 0.9, 'e': 1}",20,0,-39.42180208773149,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
89,False,"{'a': 0.9, 'e': 1}",30,0,-200.21411028414096,"{0: 17, 1: 1, 2: 9, 3: 0, 4: 3}",0
90,False,"{'a': 0.9, 'e': 1}",25,0,-188.19100598739672,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
91,False,"{'a': 0.9, 'e': 1}",25,0,-221.58159385764367,"{0: 12, 1: 2, 2: 7, 3: 0, 4: 4}",0
92,False,"{'a': 0.9, 'e': 1}",20,0,-106.28812645065295,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
93,False,"{'a': 0.9, 'e': 1}",25,0,-164.91796446365805,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
94,False,"{'a': 0.9, 'e': 1}",30,0,-122.27162813960402,"{0: 19, 1: 5, 2: 4, 3: 0, 4: 2}",0
95,False,"{'a': 0.9, 'e': 1}",20,0,-116.99674326853457,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
96,False,"{'a': 0.9, 'e': 1}",20,0,-95.89856439195414,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
97,False,"{'a': 0.9, 'e': 1}",35,0,-179.50600626372818,"{0: 24, 1: 3, 2: 3, 3: 2, 4: 3}",0
98,False,"{'a': 0.9, 'e': 1}",30,0,-118.19221785645323,"{0: 17, 1: 5, 2: 7, 3: 0, 4: 1}",0
99,False,"{'a': 0.9, 'e': 1}",20,0,-190.7353606202687,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",0
100,False,"{'a': 0.9, 'e': 1}",20,0,-112.21887158331857,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
101,False,"{'a': 0.9, 'e': 1}",20,0,-155.86040189795207,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
102,False,"{'a': 0.9, 'e': 1}",35,0,-147.84254729842215,"{0: 21, 1: 5, 2: 6, 3: 2, 4: 1}",0
103,False,"{'a': 0.9, 'e': 1}",20,14,-8.220209951564284,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.9, 'e': 1}",20,0,-123.06425958512,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
105,False,"{'a': 0.9, 'e': 1}",20,0,-155.40142167185743,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
106,False,"{'a': 0.9, 'e': 1}",25,0,-155.6595067750656,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
107,False,"{'a': 0.9, 'e': 1}",20,0,-82.70473033343146,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
108,False,"{'a': 0.9, 'e': 1}",25,0,-116.39771996095457,"{0: 12, 1: 3, 2: 8, 3: 2, 4: 0}",0
109,False,"{'a': 0.9, 'e': 1}",20,0,-141.19998495189847,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
110,False,"{'a': 0.9, 'e': 1}",20,0,-231.43647985502892,"{0: 8, 1: 0, 2: 6, 3: 3, 4: 3}",0
111,False,"{'a': 0.9, 'e': 1}",30,0,-212.0367566811349,"{0: 13, 1: 3, 2: 11, 3: 1, 4: 2}",0
112,False,"{'a': 0.9, 'e': 1}",30,0,-149.26802441245064,"{0: 17, 1: 6, 2: 4, 3: 1, 4: 2}",0
113,False,"{'a': 0.9, 'e': 1}",20,0,-63.48535998371285,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
114,False,"{'a': 0.9, 'e': 1}",20,0,-45.62459406671772,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
115,False,"{'a': 0.9, 'e': 1}",20,0,-90.33364899785448,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
116,False,"{'a': 0.9, 'e': 1}",20,0,-84.03953662424433,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
117,False,"{'a': 0.9, 'e': 1}",25,0,-149.82685455704396,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
118,False,"{'a': 0.9, 'e': 1}",25,0,-208.7355166461217,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",0
119,False,"{'a': 0.9, 'e': 1}",20,0,-38.4759668879047,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
120,False,"{'a': 0.9, 'e': 1}",20,0,-113.66378439880381,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
121,False,"{'a': 0.9, 'e': 1}",25,15,-57.78010545913084,"{0: 5, 1: 3, 2: 1, 3: 0, 4: 1}",1
122,False,"{'a': 0.9, 'e': 1}",20,0,-100.59221367076647,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
123,False,"{'a': 0.9, 'e': 1}",25,0,-101.46906082477919,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
124,False,"{'a': 0.9, 'e': 1}",25,0,-110.6454607087993,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
125,False,"{'a': 0.9, 'e': 1}",25,0,-78.20885519225367,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
126,False,"{'a': 0.9, 'e': 1}",20,0,-191.4816753188749,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
127,False,"{'a': 0.9, 'e': 1}",25,0,-111.92386154836927,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
128,False,"{'a': 0.9, 'e': 1}",25,0,-145.0459630130979,"{0: 15, 1: 4, 2: 2, 3: 2, 4: 2}",0
129,False,"{'a': 0.9, 'e': 1}",35,0,-176.0149938809978,"{0: 22, 1: 2, 2: 7, 3: 2, 4: 2}",0
130,False,"{'a': 0.9, 'e': 1}",20,0,-174.21933121213962,"{0: 7, 1: 6, 2: 3, 3: 2, 4: 2}",0
131,False,"{'a': 0.9, 'e': 1}",30,0,-243.39339509447052,"{0: 14, 1: 5, 2: 6, 3: 1, 4: 4}",0
132,False,"{'a': 0.9, 'e': 1}",25,0,-136.03280841692106,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 3}",0
133,False,"{'a': 0.9, 'e': 1}",25,0,-45.334610355378146,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
134,False,"{'a': 0.9, 'e': 1}",20,0,-161.46400608814878,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
135,False,"{'a': 0.9, 'e': 1}",20,0,-129.0349304126767,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
136,False,"{'a': 0.9, 'e': 1}",30,0,-107.14714973560521,"{0: 18, 1: 6, 2: 5, 3: 0, 4: 1}",0
137,False,"{'a': 0.9, 'e': 1}",20,0,-104.31226168920352,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
138,False,"{'a': 0.9, 'e': 1}",20,0,-32.42804234443651,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
139,False,"{'a': 0.9, 'e': 1}",35,0,-223.88543570561174,"{0: 19, 1: 5, 2: 6, 3: 2, 4: 3}",0
140,False,"{'a': 0.9, 'e': 1}",20,0,-76.55121086783296,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
141,False,"{'a': 0.9, 'e': 1}",20,0,-63.370085132346745,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
142,False,"{'a': 0.9, 'e': 1}",30,0,-282.2225010371869,"{0: 13, 1: 5, 2: 7, 3: 0, 4: 5}",0
143,False,"{'a': 0.9, 'e': 1}",25,0,-320.1968870834202,"{0: 10, 1: 0, 2: 7, 3: 3, 4: 5}",0
144,False,"{'a': 0.9, 'e': 1}",30,0,-77.01173574485827,"{0: 21, 1: 1, 2: 7, 3: 1, 4: 0}",0
145,False,"{'a': 0.9, 'e': 1}",20,0,-21.294494351015697,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
146,False,"{'a': 0.9, 'e': 1}",20,0,-86.3881355417556,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
147,False,"{'a': 0.9, 'e': 1}",20,0,-100.17047756069333,"{0: 8, 1: 6, 2: 4, 3: 2, 4: 0}",0
148,False,"{'a': 0.9, 'e': 1}",20,0,-126.03515551835794,"{0: 11, 1: 5, 2: 1, 3: 1, 4: 2}",0
149,False,"{'a': 0.9, 'e': 1}",25,0,-157.20201395060917,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
150,False,"{'a': 0.9, 'e': 1}",20,0,-85.21550463468576,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
151,False,"{'a': 0.9, 'e': 1}",20,0,-41.69378786281528,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
152,False,"{'a': 0.9, 'e': 1}",25,0,-245.28150739060567,"{0: 9, 1: 4, 2: 7, 3: 2, 4: 3}",0
153,False,"{'a': 0.9, 'e': 1}",25,0,-113.30324344291186,"{0: 13, 1: 7, 2: 3, 3: 1, 4: 1}",0
154,False,"{'a': 0.9, 'e': 1}",20,0,-211.39314004085014,"{0: 9, 1: 1, 2: 3, 3: 5, 4: 2}",0
155,False,"{'a': 0.9, 'e': 1}",20,0,-78.98745274367307,"{0: 12, 1: 3, 2: 2, 3: 3, 4: 0}",0
156,False,"{'a': 0.9, 'e': 1}",20,0,-92.56361879737605,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
157,False,"{'a': 0.9, 'e': 1}",20,0,-88.15496987260971,"{0: 7, 1: 9, 2: 3, 3: 1, 4: 0}",0
158,False,"{'a': 0.9, 'e': 1}",30,0,-163.8138908707719,"{0: 17, 1: 0, 2: 10, 3: 2, 4: 1}",0
159,False,"{'a': 0.9, 'e': 1}",20,0,-135.11025150900474,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
160,False,"{'a': 0.9, 'e': 1}",20,0,-114.03843891434614,"{0: 9, 1: 2, 2: 7, 3: 2, 4: 0}",0
161,False,"{'a': 0.9, 'e': 1}",30,10,-95.12884179089757,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",1
162,False,"{'a': 0.9, 'e': 1}",20,0,-75.2708028351852,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
163,False,"{'a': 0.9, 'e': 1}",30,0,-156.43679825972524,"{0: 16, 1: 5, 2: 7, 3: 0, 4: 2}",0
164,False,"{'a': 0.9, 'e': 1}",30,0,-150.19928160574878,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
165,False,"{'a': 0.9, 'e': 1}",20,0,-61.88716068270503,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
166,False,"{'a': 0.9, 'e': 1}",20,0,-98.50936075444872,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
167,False,"{'a': 0.9, 'e': 1}",30,0,-143.85698114145174,"{0: 19, 1: 1, 2: 6, 3: 3, 4: 1}",0
